Role,Module,Screen,Issue Found,Issue Fixed,Status,Route,Pass/Fail,HTTP
Operations Owner,Governance,Close Gap Workflow,,,PASS,/mvp/workflow/close-gap,PASS,200
Operations Owner,Governance,Assign Owner Workflow,,,PASS,/mvp/workflow/assign-owner,PASS,200
Operations Owner,Governance,Upload Missing Workflow,,,PASS,/mvp/workflow/upload-missing,PASS,200
Operations Owner,Governance,Mock Audit,,,PASS,/mvp/workflow/mock-audit,PASS,200
Operations Owner,Enterprise GRC,Risk Register,,,PASS,/mvp/risk-register,PASS,200
Operations Owner,Enterprise GRC,Exceptions / TD,,,PASS,/mvp/exceptions,PASS,200
Operations Owner,Enterprise GRC,Exception Governance,,,PASS,/mvp/exception-governance,PASS,200
Operations Owner,Enterprise GRC,CMDB / Assets,,,PASS,/mvp/cmdb,PASS,200
Operations Owner,Enterprise GRC,Regulatory Mapping,,,PASS,/mvp/regulatory,PASS,200
Operations Owner,Enterprise GRC,Executive Heatmaps,,,PASS,/mvp/heatmaps,PASS,200
Operations Owner,Enterprise GRC,Cross-Tool Correlation,,,PASS,/mvp/correlation,PASS,200
Operations Owner,Enterprise GRC,Governance Analytics,,,PASS,/mvp/governance-analytics,PASS,200
Operations Owner,AI SDLC Governance,AI SDLC Home,,,PASS,/mvp/ai-sdlc,PASS,200
Operations Owner,AI SDLC Governance,AI SDLC Control Tower,,,PASS,/mvp/ai-sdlc/control-tower,PASS,200
Operations Owner,AI SDLC Governance,Application Onboarding,,,PASS,/mvp/ai-sdlc/onboarding,PASS,200
Operations Owner,AI SDLC Governance,Requirements,,,PASS,/mvp/ai-sdlc/requirements,PASS,200
Operations Owner,AI SDLC Governance,Design,,,PASS,/mvp/ai-sdlc/design,PASS,200
Operations Owner,AI SDLC Governance,Development,,,PASS,/mvp/ai-sdlc/development,PASS,200
Operations Owner,AI SDLC Governance,Testing,,,PASS,/mvp/ai-sdlc/testing,PASS,200
Operations Owner,AI SDLC Governance,Go-Live,,,PASS,/mvp/ai-sdlc/golive,PASS,200
Operations Owner,AI SDLC Governance,Evidence Collection,,,PASS,/mvp/ai-sdlc/evidence,PASS,200
Operations Owner,AI SDLC Governance,Findings & Remediation,,,PASS,/mvp/ai-sdlc/findings,PASS,200
Operations Owner,AI SDLC Governance,AI SDLC Reports,,,PASS,/mvp/ai-sdlc/reports,PASS,200
Operations Owner,AI SDLC Governance,AI Governance,,,PASS,/mvp/ai-governance,PASS,200
Operations Owner,AI SDLC Governance,AI Registry,,,PASS,/mvp/ai-registry,PASS,200
Operations Owner,AI SDLC Governance,SDLC Gates,,,PASS,/mvp/sdlc-gates,PASS,200
Operations Owner,AI SDLC Governance,Governance Quality,,,PASS,/mvp/governance-quality,PASS,200
Operations Owner,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
Operations Owner,Frameworks,Framework — ASST,,,PASS,/framework/ASST,PASS,200
Operations Owner,Frameworks,Framework — AppSec,,,PASS,/framework/AppSec,PASS,200
Operations Owner,Frameworks,Framework — CSITE,,,PASS,/framework/CSITE,PASS,200
Operations Owner,Frameworks,Framework — DB Baselining,,,PASS,/framework/DB%20Baselining,PASS,200
Operations Owner,Frameworks,Framework — DPSC,,,PASS,/framework/DPSC,PASS,200
Operations Owner,Frameworks,Framework — ISG,,,PASS,/framework/ISG,PASS,200
Operations Owner,Frameworks,Framework — ISO27001,,,PASS,/framework/ISO27001,PASS,200
Operations Owner,Frameworks,Framework — ITDRM,,,PASS,/framework/ITDRM,PASS,200
Operations Owner,Frameworks,Framework — ITPP,,,PASS,/framework/ITPP,PASS,200
Operations Owner,Frameworks,Framework — Nginx Baselining,,,PASS,/framework/Nginx%20Baselining,PASS,200
Operations Owner,Frameworks,Framework — OS Baselining,,,PASS,/framework/OS%20Baselining,PASS,200
Operations Owner,Frameworks,Framework — PCI DSS,,,PASS,/framework/PCI%20DSS,PASS,200
Operations Owner,Frameworks,Framework — RBI Cyber Security,,,PASS,/framework/RBI%20Cyber%20Security,PASS,200
Operations Owner,Frameworks,Framework — SOC2,,,PASS,/framework/SOC2,PASS,200
Operations Owner,Frameworks,Framework — VAPT,,,PASS,/framework/VAPT,PASS,200
Operations Owner,Operations,AI Ops Summary — Business,,,PASS,/mvp/ai-ops-assistant/summary/business,PASS,200
Operations Owner,Operations,AI Ops Summary — Technical,,,PASS,/mvp/ai-ops-assistant/summary/technical,PASS,200
Operations Owner,Operations,AI Ops Summary — Executive,,,PASS,/mvp/ai-ops-assistant/summary/executive,PASS,200
Operations Owner,Operations,AI Ops Summary — Audit,,,PASS,/mvp/ai-ops-assistant/summary/audit,PASS,200
Operations Owner,Operations,AI Ops Summary — Compliance,,,PASS,/mvp/ai-ops-assistant/summary/compliance,PASS,200
Operations Owner,Operations,AI Ops Summary — Evidence,,,PASS,/mvp/ai-ops-assistant/summary/evidence,PASS,200
Operations Owner,Operations,AI Ops Summary — Incident,,,PASS,/mvp/ai-ops-assistant/summary/incident,PASS,200
Operations Owner,Operations,AI Ops Summary — Root_Cause,,,PASS,/mvp/ai-ops-assistant/summary/root_cause,PASS,200
Operations Owner,AI SDLC Governance,AI SDLC Report Detail,,,PASS,/mvp/ai-sdlc/reports/app-compliance,PASS,200
Operations Owner,AI SDLC Governance,AI SDLC Evidence Viewer,,,PASS,/mvp/ai-sdlc/evidence/view/EV-AISDLC-0001,PASS,200
Operations Owner,Evidence,Evidence Review — ASST,,,PASS,/evidence/review?framework_name=ASST&control_name=ASST-01%20%E2%80%94%20Application%20Security%20Posture&evidence_id=EVD-ASS-011,PASS,200
Framework Owner,Executive Overview,Main Dashboard,,,PASS,/dashboard,PASS,200
Framework Owner,Executive Overview,CIO Evidence Analytics,,,PASS,/dashboard/cio,PASS,200
Framework Owner,Executive Overview,Vertical Head Dashboard,,,PASS,/dashboard/vertical-head,PASS,200
Framework Owner,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
Framework Owner,Executive Overview,Functional Head Dashboard,,,PASS,/dashboard/functional-head,PASS,200
Framework Owner,Executive Overview,Demo Overview,,,PASS,/mvp/demo-overview,PASS,200
Framework Owner,Executive Overview,Enterprise,,,PASS,/mvp/enterprise,PASS,200
Framework Owner,Executive Overview,Pan India,,,PASS,/mvp/pan-india,PASS,200
Framework Owner,Executive Overview,Reports,,,PASS,/mvp/reports,PASS,200
Framework Owner,Executive Overview,Trends,,,PASS,/mvp/trends,PASS,200
Framework Owner,Frameworks,Framework Loader,,,PASS,/mvp/framework-loader,PASS,200
Framework Owner,Frameworks,Framework Administration,,,PASS,/mvp/framework-admin,PASS,200
Framework Owner,Operations,Scheduler,,,PASS,/mvp/scheduler,PASS,200
Framework Owner,Operations,AI Ops Assistant,,,PASS,/mvp/ai-ops-assistant,PASS,200
Framework Owner,Operations,Bulk Upload,,,PASS,/mvp/upload,PASS,200
Framework Owner,Operations,Bulk Upload Hub,,,PASS,/mvp/bulk-upload,PASS,200
Framework Owner,Operations,Integrations,,,PASS,/mvp/integrations,PASS,200
Framework Owner,Operations,Onboarding,,,PASS,/mvp/onboarding,PASS,200
Framework Owner,Operations,Integrations Hub,,,PASS,/mvp/integrations-hub,PASS,200
Framework Owner,Governance,Audit Prep,,,PASS,/mvp/audit-prep,PASS,200
Framework Owner,Governance,Evidence Health,,,PASS,/mvp/evidence-health,PASS,200
Framework Owner,Governance,Evidence Reuse,,,PASS,/mvp/reuse,PASS,200
Framework Owner,Governance,Lifecycle,,,PASS,/mvp/lifecycle,PASS,200
Framework Owner,Governance,Completeness,,,PASS,/mvp/completeness,PASS,200
Framework Owner,Governance,App Comparison,,,PASS,/mvp/comparison,PASS,200
Framework Owner,Governance,Search,,,PASS,/mvp/search,PASS,200
Framework Owner,Governance,Evidence Approval Analytics,,,PASS,/mvp/evidence-approval,PASS,200
Framework Owner,Governance,Close Gap Workflow,,,PASS,/mvp/workflow/close-gap,PASS,200
Framework Owner,Governance,Assign Owner Workflow,,,PASS,/mvp/workflow/assign-owner,PASS,200
Framework Owner,Governance,Upload Missing Workflow,,,PASS,/mvp/workflow/upload-missing,PASS,200
Framework Owner,Governance,Mock Audit,,,PASS,/mvp/workflow/mock-audit,PASS,200
Framework Owner,Enterprise GRC,Risk Register,,,PASS,/mvp/risk-register,PASS,200
Framework Owner,Enterprise GRC,Exceptions / TD,,,PASS,/mvp/exceptions,PASS,200
Framework Owner,Enterprise GRC,Exception Governance,,,PASS,/mvp/exception-governance,PASS,200
Framework Owner,Enterprise GRC,CMDB / Assets,,,PASS,/mvp/cmdb,PASS,200
Framework Owner,Enterprise GRC,Regulatory Mapping,,,PASS,/mvp/regulatory,PASS,200
Framework Owner,Enterprise GRC,Executive Heatmaps,,,PASS,/mvp/heatmaps,PASS,200
Framework Owner,Enterprise GRC,Cross-Tool Correlation,,,PASS,/mvp/correlation,PASS,200
Framework Owner,Enterprise GRC,Governance Analytics,,,PASS,/mvp/governance-analytics,PASS,200
Framework Owner,AI SDLC Governance,AI SDLC Home,,,PASS,/mvp/ai-sdlc,PASS,200
Framework Owner,AI SDLC Governance,AI SDLC Control Tower,,,PASS,/mvp/ai-sdlc/control-tower,PASS,200
Framework Owner,AI SDLC Governance,Application Onboarding,,,PASS,/mvp/ai-sdlc/onboarding,PASS,200
Framework Owner,AI SDLC Governance,Requirements,,,PASS,/mvp/ai-sdlc/requirements,PASS,200
Framework Owner,AI SDLC Governance,Design,,,PASS,/mvp/ai-sdlc/design,PASS,200
Framework Owner,AI SDLC Governance,Development,,,PASS,/mvp/ai-sdlc/development,PASS,200
Framework Owner,AI SDLC Governance,Testing,,,PASS,/mvp/ai-sdlc/testing,PASS,200
Framework Owner,AI SDLC Governance,Go-Live,,,PASS,/mvp/ai-sdlc/golive,PASS,200
Framework Owner,AI SDLC Governance,Evidence Collection,,,PASS,/mvp/ai-sdlc/evidence,PASS,200
Framework Owner,AI SDLC Governance,Findings & Remediation,,,PASS,/mvp/ai-sdlc/findings,PASS,200
Framework Owner,AI SDLC Governance,AI SDLC Reports,,,PASS,/mvp/ai-sdlc/reports,PASS,200
Framework Owner,AI SDLC Governance,AI Governance,,,PASS,/mvp/ai-governance,PASS,200
Framework Owner,AI SDLC Governance,AI Registry,,,PASS,/mvp/ai-registry,PASS,200
Framework Owner,AI SDLC Governance,SDLC Gates,,,PASS,/mvp/sdlc-gates,PASS,200
Framework Owner,AI SDLC Governance,Governance Quality,,,PASS,/mvp/governance-quality,PASS,200
Framework Owner,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
Framework Owner,Frameworks,Framework — ASST,,,PASS,/framework/ASST,PASS,200
Framework Owner,Frameworks,Framework — AppSec,,,PASS,/framework/AppSec,PASS,200
Framework Owner,Frameworks,Framework — CSITE,,,PASS,/framework/CSITE,PASS,200
Framework Owner,Frameworks,Framework — DB Baselining,,,PASS,/framework/DB%20Baselining,PASS,200
Framework Owner,Frameworks,Framework — DPSC,,,PASS,/framework/DPSC,PASS,200
Framework Owner,Frameworks,Framework — ISG,,,PASS,/framework/ISG,PASS,200
Framework Owner,Frameworks,Framework — ISO27001,,,PASS,/framework/ISO27001,PASS,200
Framework Owner,Frameworks,Framework — ITDRM,,,PASS,/framework/ITDRM,PASS,200
Framework Owner,Frameworks,Framework — ITPP,,,PASS,/framework/ITPP,PASS,200
Framework Owner,Frameworks,Framework — Nginx Baselining,,,PASS,/framework/Nginx%20Baselining,PASS,200
Framework Owner,Frameworks,Framework — OS Baselining,,,PASS,/framework/OS%20Baselining,PASS,200
Framework Owner,Frameworks,Framework — PCI DSS,,,PASS,/framework/PCI%20DSS,PASS,200
Framework Owner,Frameworks,Framework — RBI Cyber Security,,,PASS,/framework/RBI%20Cyber%20Security,PASS,200
Framework Owner,Frameworks,Framework — SOC2,,,PASS,/framework/SOC2,PASS,200
Framework Owner,Frameworks,Framework — VAPT,,,PASS,/framework/VAPT,PASS,200
Framework Owner,Operations,AI Ops Summary — Business,,,PASS,/mvp/ai-ops-assistant/summary/business,PASS,200
Framework Owner,Operations,AI Ops Summary — Technical,,,PASS,/mvp/ai-ops-assistant/summary/technical,PASS,200
Framework Owner,Operations,AI Ops Summary — Executive,,,PASS,/mvp/ai-ops-assistant/summary/executive,PASS,200
Framework Owner,Operations,AI Ops Summary — Audit,,,PASS,/mvp/ai-ops-assistant/summary/audit,PASS,200
Framework Owner,Operations,AI Ops Summary — Compliance,,,PASS,/mvp/ai-ops-assistant/summary/compliance,PASS,200
Framework Owner,Operations,AI Ops Summary — Evidence,,,PASS,/mvp/ai-ops-assistant/summary/evidence,PASS,200
Framework Owner,Operations,AI Ops Summary — Incident,,,PASS,/mvp/ai-ops-assistant/summary/incident,PASS,200
Framework Owner,Operations,AI Ops Summary — Root_Cause,,,PASS,/mvp/ai-ops-assistant/summary/root_cause,PASS,200
Framework Owner,AI SDLC Governance,AI SDLC Report Detail,,,PASS,/mvp/ai-sdlc/reports/app-compliance,PASS,200
Framework Owner,AI SDLC Governance,AI SDLC Evidence Viewer,,,PASS,/mvp/ai-sdlc/evidence/view/EV-AISDLC-0001,PASS,200
Framework Owner,Evidence,Evidence Review — ASST,,,PASS,/evidence/review?framework_name=ASST&control_name=ASST-01%20%E2%80%94%20Application%20Security%20Posture&evidence_id=EVD-ASS-011,PASS,200
AI Governance Owner,Executive Overview,Main Dashboard,,,PASS,/dashboard,PASS,200
AI Governance Owner,Executive Overview,CIO Evidence Analytics,,,PASS,/dashboard/cio,PASS,200
AI Governance Owner,Executive Overview,Vertical Head Dashboard,,,PASS,/dashboard/vertical-head,PASS,200
AI Governance Owner,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
AI Governance Owner,Executive Overview,Functional Head Dashboard,,,PASS,/dashboard/functional-head,PASS,200
AI Governance Owner,Executive Overview,Demo Overview,,,PASS,/mvp/demo-overview,PASS,200
AI Governance Owner,Executive Overview,Enterprise,,,PASS,/mvp/enterprise,PASS,200
AI Governance Owner,Executive Overview,Pan India,,,PASS,/mvp/pan-india,PASS,200
AI Governance Owner,Executive Overview,Reports,,,PASS,/mvp/reports,PASS,200
AI Governance Owner,Executive Overview,Trends,,,PASS,/mvp/trends,PASS,200
AI Governance Owner,Frameworks,Framework Loader,,,PASS,/mvp/framework-loader,PASS,200
AI Governance Owner,Frameworks,Framework Administration,,,PASS,/mvp/framework-admin,PASS,200
AI Governance Owner,Operations,Scheduler,,,PASS,/mvp/scheduler,PASS,200
AI Governance Owner,Operations,AI Ops Assistant,,,PASS,/mvp/ai-ops-assistant,PASS,200
AI Governance Owner,Operations,Bulk Upload,,,PASS,/mvp/upload,PASS,200
AI Governance Owner,Operations,Bulk Upload Hub,,,PASS,/mvp/bulk-upload,PASS,200
AI Governance Owner,Operations,Integrations,,,PASS,/mvp/integrations,PASS,200
AI Governance Owner,Operations,Onboarding,,,PASS,/mvp/onboarding,PASS,200
AI Governance Owner,Operations,Integrations Hub,,,PASS,/mvp/integrations-hub,PASS,200
AI Governance Owner,Governance,Audit Prep,,,PASS,/mvp/audit-prep,PASS,200
AI Governance Owner,Governance,Evidence Health,,,PASS,/mvp/evidence-health,PASS,200
AI Governance Owner,Governance,Evidence Reuse,,,PASS,/mvp/reuse,PASS,200
AI Governance Owner,Governance,Lifecycle,,,PASS,/mvp/lifecycle,PASS,200
AI Governance Owner,Governance,Completeness,,,PASS,/mvp/completeness,PASS,200
AI Governance Owner,Governance,App Comparison,,,PASS,/mvp/comparison,PASS,200
AI Governance Owner,Governance,Search,,,PASS,/mvp/search,PASS,200
AI Governance Owner,Governance,Evidence Approval Analytics,,,PASS,/mvp/evidence-approval,PASS,200
AI Governance Owner,Governance,Close Gap Workflow,,,PASS,/mvp/workflow/close-gap,PASS,200
AI Governance Owner,Governance,Assign Owner Workflow,,,PASS,/mvp/workflow/assign-owner,PASS,200
AI Governance Owner,Governance,Upload Missing Workflow,,,PASS,/mvp/workflow/upload-missing,PASS,200
AI Governance Owner,Governance,Mock Audit,,,PASS,/mvp/workflow/mock-audit,PASS,200
AI Governance Owner,Enterprise GRC,Risk Register,,,PASS,/mvp/risk-register,PASS,200
AI Governance Owner,Enterprise GRC,Exceptions / TD,,,PASS,/mvp/exceptions,PASS,200
AI Governance Owner,Enterprise GRC,Exception Governance,,,PASS,/mvp/exception-governance,PASS,200
AI Governance Owner,Enterprise GRC,CMDB / Assets,,,PASS,/mvp/cmdb,PASS,200
AI Governance Owner,Enterprise GRC,Regulatory Mapping,,,PASS,/mvp/regulatory,PASS,200
AI Governance Owner,Enterprise GRC,Executive Heatmaps,,,PASS,/mvp/heatmaps,PASS,200
AI Governance Owner,Enterprise GRC,Cross-Tool Correlation,,,PASS,/mvp/correlation,PASS,200
AI Governance Owner,Enterprise GRC,Governance Analytics,,,PASS,/mvp/governance-analytics,PASS,200
AI Governance Owner,AI SDLC Governance,AI SDLC Home,,,PASS,/mvp/ai-sdlc,PASS,200
AI Governance Owner,AI SDLC Governance,AI SDLC Control Tower,,,PASS,/mvp/ai-sdlc/control-tower,PASS,200
AI Governance Owner,AI SDLC Governance,Application Onboarding,,,PASS,/mvp/ai-sdlc/onboarding,PASS,200
AI Governance Owner,AI SDLC Governance,Requirements,,,PASS,/mvp/ai-sdlc/requirements,PASS,200
AI Governance Owner,AI SDLC Governance,Design,,,PASS,/mvp/ai-sdlc/design,PASS,200
AI Governance Owner,AI SDLC Governance,Development,,,PASS,/mvp/ai-sdlc/development,PASS,200
AI Governance Owner,AI SDLC Governance,Testing,,,PASS,/mvp/ai-sdlc/testing,PASS,200
AI Governance Owner,AI SDLC Governance,Go-Live,,,PASS,/mvp/ai-sdlc/golive,PASS,200
AI Governance Owner,AI SDLC Governance,Evidence Collection,,,PASS,/mvp/ai-sdlc/evidence,PASS,200
AI Governance Owner,AI SDLC Governance,Findings & Remediation,,,PASS,/mvp/ai-sdlc/findings,PASS,200
AI Governance Owner,AI SDLC Governance,AI SDLC Reports,,,PASS,/mvp/ai-sdlc/reports,PASS,200
AI Governance Owner,AI SDLC Governance,AI Governance,,,PASS,/mvp/ai-governance,PASS,200
AI Governance Owner,AI SDLC Governance,AI Registry,,,PASS,/mvp/ai-registry,PASS,200
AI Governance Owner,AI SDLC Governance,SDLC Gates,,,PASS,/mvp/sdlc-gates,PASS,200
AI Governance Owner,AI SDLC Governance,Governance Quality,,,PASS,/mvp/governance-quality,PASS,200
AI Governance Owner,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
AI Governance Owner,Frameworks,Framework — ASST,,,PASS,/framework/ASST,PASS,200
AI Governance Owner,Frameworks,Framework — AppSec,,,PASS,/framework/AppSec,PASS,200
AI Governance Owner,Frameworks,Framework — CSITE,,,PASS,/framework/CSITE,PASS,200
AI Governance Owner,Frameworks,Framework — DB Baselining,,,PASS,/framework/DB%20Baselining,PASS,200
AI Governance Owner,Frameworks,Framework — DPSC,,,PASS,/framework/DPSC,PASS,200
AI Governance Owner,Frameworks,Framework — ISG,,,PASS,/framework/ISG,PASS,200
AI Governance Owner,Frameworks,Framework — ISO27001,,,PASS,/framework/ISO27001,PASS,200
AI Governance Owner,Frameworks,Framework — ITDRM,,,PASS,/framework/ITDRM,PASS,200
AI Governance Owner,Frameworks,Framework — ITPP,,,PASS,/framework/ITPP,PASS,200
AI Governance Owner,Frameworks,Framework — Nginx Baselining,,,PASS,/framework/Nginx%20Baselining,PASS,200
AI Governance Owner,Frameworks,Framework — OS Baselining,,,PASS,/framework/OS%20Baselining,PASS,200
AI Governance Owner,Frameworks,Framework — PCI DSS,,,PASS,/framework/PCI%20DSS,PASS,200
AI Governance Owner,Frameworks,Framework — RBI Cyber Security,,,PASS,/framework/RBI%20Cyber%20Security,PASS,200
AI Governance Owner,Frameworks,Framework — SOC2,,,PASS,/framework/SOC2,PASS,200
AI Governance Owner,Frameworks,Framework — VAPT,,,PASS,/framework/VAPT,PASS,200
AI Governance Owner,Operations,AI Ops Summary — Business,,,PASS,/mvp/ai-ops-assistant/summary/business,PASS,200
AI Governance Owner,Operations,AI Ops Summary — Technical,,,PASS,/mvp/ai-ops-assistant/summary/technical,PASS,200
AI Governance Owner,Operations,AI Ops Summary — Executive,,,PASS,/mvp/ai-ops-assistant/summary/executive,PASS,200
AI Governance Owner,Operations,AI Ops Summary — Audit,,,PASS,/mvp/ai-ops-assistant/summary/audit,PASS,200
AI Governance Owner,Operations,AI Ops Summary — Compliance,,,PASS,/mvp/ai-ops-assistant/summary/compliance,PASS,200
AI Governance Owner,Operations,AI Ops Summary — Evidence,,,PASS,/mvp/ai-ops-assistant/summary/evidence,PASS,200
AI Governance Owner,Operations,AI Ops Summary — Incident,,,PASS,/mvp/ai-ops-assistant/summary/incident,PASS,200
AI Governance Owner,Operations,AI Ops Summary — Root_Cause,,,PASS,/mvp/ai-ops-assistant/summary/root_cause,PASS,200
AI Governance Owner,AI SDLC Governance,AI SDLC Report Detail,,,PASS,/mvp/ai-sdlc/reports/app-compliance,PASS,200
AI Governance Owner,AI SDLC Governance,AI SDLC Evidence Viewer,,,PASS,/mvp/ai-sdlc/evidence/view/EV-AISDLC-0001,PASS,200
AI Governance Owner,Evidence,Evidence Review — ASST,,,PASS,/evidence/review?framework_name=ASST&control_name=ASST-01%20%E2%80%94%20Application%20Security%20Posture&evidence_id=EVD-ASS-011,PASS,200
AI SDLC Governance Owner,Executive Overview,Main Dashboard,,,PASS,/dashboard,PASS,200
AI SDLC Governance Owner,Executive Overview,CIO Evidence Analytics,,,PASS,/dashboard/cio,PASS,200
AI SDLC Governance Owner,Executive Overview,Vertical Head Dashboard,,,PASS,/dashboard/vertical-head,PASS,200
AI SDLC Governance Owner,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
AI SDLC Governance Owner,Executive Overview,Functional Head Dashboard,,,PASS,/dashboard/functional-head,PASS,200
AI SDLC Governance Owner,Executive Overview,Demo Overview,,,PASS,/mvp/demo-overview,PASS,200
AI SDLC Governance Owner,Executive Overview,Enterprise,,,PASS,/mvp/enterprise,PASS,200
AI SDLC Governance Owner,Executive Overview,Pan India,,,PASS,/mvp/pan-india,PASS,200
AI SDLC Governance Owner,Executive Overview,Reports,,,PASS,/mvp/reports,PASS,200
AI SDLC Governance Owner,Executive Overview,Trends,,,PASS,/mvp/trends,PASS,200
AI SDLC Governance Owner,Frameworks,Framework Loader,,,PASS,/mvp/framework-loader,PASS,200
AI SDLC Governance Owner,Frameworks,Framework Administration,,,PASS,/mvp/framework-admin,PASS,200
AI SDLC Governance Owner,Operations,Scheduler,,,PASS,/mvp/scheduler,PASS,200
AI SDLC Governance Owner,Operations,AI Ops Assistant,,,PASS,/mvp/ai-ops-assistant,PASS,200
AI SDLC Governance Owner,Operations,Bulk Upload,,,PASS,/mvp/upload,PASS,200
AI SDLC Governance Owner,Operations,Bulk Upload Hub,,,PASS,/mvp/bulk-upload,PASS,200
AI SDLC Governance Owner,Operations,Integrations,,,PASS,/mvp/integrations,PASS,200
AI SDLC Governance Owner,Operations,Onboarding,,,PASS,/mvp/onboarding,PASS,200
AI SDLC Governance Owner,Operations,Integrations Hub,,,PASS,/mvp/integrations-hub,PASS,200
AI SDLC Governance Owner,Governance,Audit Prep,,,PASS,/mvp/audit-prep,PASS,200
AI SDLC Governance Owner,Governance,Evidence Health,,,PASS,/mvp/evidence-health,PASS,200
AI SDLC Governance Owner,Governance,Evidence Reuse,,,PASS,/mvp/reuse,PASS,200
AI SDLC Governance Owner,Governance,Lifecycle,,,PASS,/mvp/lifecycle,PASS,200
AI SDLC Governance Owner,Governance,Completeness,,,PASS,/mvp/completeness,PASS,200
AI SDLC Governance Owner,Governance,App Comparison,,,PASS,/mvp/comparison,PASS,200
AI SDLC Governance Owner,Governance,Search,,,PASS,/mvp/search,PASS,200
AI SDLC Governance Owner,Governance,Evidence Approval Analytics,,,PASS,/mvp/evidence-approval,PASS,200
AI SDLC Governance Owner,Governance,Close Gap Workflow,,,PASS,/mvp/workflow/close-gap,PASS,200
AI SDLC Governance Owner,Governance,Assign Owner Workflow,,,PASS,/mvp/workflow/assign-owner,PASS,200
AI SDLC Governance Owner,Governance,Upload Missing Workflow,,,PASS,/mvp/workflow/upload-missing,PASS,200
AI SDLC Governance Owner,Governance,Mock Audit,,,PASS,/mvp/workflow/mock-audit,PASS,200
AI SDLC Governance Owner,Enterprise GRC,Risk Register,,,PASS,/mvp/risk-register,PASS,200
AI SDLC Governance Owner,Enterprise GRC,Exceptions / TD,,,PASS,/mvp/exceptions,PASS,200
AI SDLC Governance Owner,Enterprise GRC,Exception Governance,,,PASS,/mvp/exception-governance,PASS,200
AI SDLC Governance Owner,Enterprise GRC,CMDB / Assets,,,PASS,/mvp/cmdb,PASS,200
AI SDLC Governance Owner,Enterprise GRC,Regulatory Mapping,,,PASS,/mvp/regulatory,PASS,200
AI SDLC Governance Owner,Enterprise GRC,Executive Heatmaps,,,PASS,/mvp/heatmaps,PASS,200
AI SDLC Governance Owner,Enterprise GRC,Cross-Tool Correlation,,,PASS,/mvp/correlation,PASS,200
AI SDLC Governance Owner,Enterprise GRC,Governance Analytics,,,PASS,/mvp/governance-analytics,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,AI SDLC Home,,,PASS,/mvp/ai-sdlc,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,AI SDLC Control Tower,,,PASS,/mvp/ai-sdlc/control-tower,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,Application Onboarding,,,PASS,/mvp/ai-sdlc/onboarding,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,Requirements,,,PASS,/mvp/ai-sdlc/requirements,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,Design,,,PASS,/mvp/ai-sdlc/design,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,Development,,,PASS,/mvp/ai-sdlc/development,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,Testing,,,PASS,/mvp/ai-sdlc/testing,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,Go-Live,,,PASS,/mvp/ai-sdlc/golive,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,Evidence Collection,,,PASS,/mvp/ai-sdlc/evidence,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,Findings & Remediation,,,PASS,/mvp/ai-sdlc/findings,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,AI SDLC Reports,,,PASS,/mvp/ai-sdlc/reports,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,AI Governance,,,PASS,/mvp/ai-governance,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,AI Registry,,,PASS,/mvp/ai-registry,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,SDLC Gates,,,PASS,/mvp/sdlc-gates,PASS,200
AI SDLC Governance Owner,AI SDLC Governance,Governance Quality,,,PASS,/mvp/governance-quality,PASS,200
AI SDLC Governance Owner,Executive Overview,Compliance Dashboard,,,PASS,/dashboard/compliance-head,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — ASST,,,PASS,/framework/ASST,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — AppSec,,,PASS,/framework/AppSec,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — CSITE,,,PASS,/framework/CSITE,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — DB Baselining,,,PASS,/framework/DB%20Baselining,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — DPSC,,,PASS,/framework/DPSC,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — ISG,,,PASS,/framework/ISG,PASS,200
AI SDLC Governance Owner,Frameworks,Framework — ISO27001,,,PASS,/framework/ISO27001,PASS,200
